Elapsed,PiezoValue,BucketFlip,BucketCount
86201,15,0,0
86207,13,0,0
86213,15,0,0
86219,14,0,0
86225,15,0,0
86231,13,0,0
86237,15,0,0
86243,13,0,0
86249,14,0,0
86255,15,0,0
86261,16,0,0
86267,13,0,0
86273,13,0,0
86279,17,0,0
86285,14,0,0
86291,14,0,0
86297,15,0,0
86303,13,0,0
86309,14,0,0
86315,13,0,0
86321,13,0,0
86327,15,0,0
86333,16,0,0
86339,15,0,0
86345,14,0,0
86351,13,0,0
86357,14,0,0
86363,12,0,0
86369,11,0,0
86375,13,0,0
86381,14,0,0
86387,14,0,0
86393,14,0,0
86399,14,0,0
86405,14,0,0
86411,16,0,0
86417,13,0,0
86423,10,0,0
86429,14,0,0
86435,15,0,0
86441,15,0,0
86447,14,0,0
86453,13,0,0
86459,14,0,0
86465,15,0,0
86471,17,0,0
86477,15,0,0
86483,14,0,0
86489,13,0,0
86495,14,0,0
86501,12,0,0
86507,13,0,0
86513,15,0,0
86519,12,0,0
86525,11,0,0
86531,13,0,0
86537,14,0,0
86543,14,0,0
86549,16,0,0
86555,13,0,0
86561,13,0,0
86567,13,0,0
86573,14,0,0
86579,15,0,0
86585,14,0,0
86591,14,0,0
86597,14,0,0
86603,13,0,0
86609,14,0,0
86615,16,0,0
86621,14,0,0
86627,15,0,0
86633,15,0,0
86639,13,0,0
86645,15,0,0
86651,14,0,0
86657,12,0,0
86663,20,0,0
86669,11,0,0
86675,13,0,0
86681,14,0,0
86687,12,0,0
86693,14,0,0
86699,15,0,0
86705,15,0,0
86711,13,0,0
86717,14,0,0
86723,12,0,0
86729,13,0,0
86735,13,0,0
86741,13,0,0
86747,13,0,0
86753,11,0,0
86759,13,0,0
86765,13,0,0
86771,13,0,0
86777,15,0,0
86783,13,0,0
86789,14,0,0
86795,12,0,0
86801,11,0,0
86807,13,0,0
86813,13,0,0
86819,13,0,0
86825,13,0,0
86831,14,0,0
86837,12,0,0
86843,15,0,0
86849,12,0,0
86855,13,0,0
86861,13,0,0
86867,11,0,0
86873,12,0,0
86879,14,0,0
86885,12,0,0
86891,11,0,0
86897,12,0,0
86903,11,0,0
86909,14,0,0
86915,14,0,0
86921,12,0,0
86927,14,0,0
86933,13,0,0
86939,15,0,0
86945,14,0,0
86951,13,0,0
86957,15,0,0
86963,12,0,0
86969,14,0,0
86975,16,0,0
86981,16,0,0
86987,13,0,0
86993,16,0,0
86999,15,0,0
87005,13,0,0
87011,15,0,0
87017,11,0,0
87023,13,0,0
87029,14,0,0
87035,13,0,0
87041,13,0,0
87047,14,0,0
87053,14,0,0
87059,15,0,0
87065,15,0,0
87071,12,0,0
87077,13,0,0
87083,15,0,0
87089,14,0,0
87095,14,0,0
87101,14,0,0
87107,12,0,0
87113,14,0,0
87119,15,0,0
87125,14,0,0
87131,14,0,0
87137,13,0,0
87143,14,0,0
87149,15,0,0
87155,14,0,0
87161,14,0,0
87167,12,0,0
87173,13,0,0
87179,16,0,0
87185,12,0,0
87191,13,0,0
87197,14,0,0
87203,13,0,0
87209,13,0,0
87215,16,0,0
87221,12,0,0
87227,14,0,0
87233,11,0,0
87239,15,0,0
87245,13,0,0
87251,12,0,0
87257,12,0,0
87263,15,0,0
87269,14,0,0
87275,15,0,0
87281,4054,0,0
87287,3759,0,0
87293,1781,0,0
87299,910,0,0
87305,544,0,0
87311,241,0,0
87317,218,0,0
87323,167,0,0
87329,174,0,0
87335,123,0,0
87341,79,0,0
87347,72,0,0
87353,86,0,0
87359,83,0,0
87365,79,0,0
87371,152,0,0
87377,209,0,0
87383,81,0,0
87389,63,0,0
87395,41,0,0
87401,18,0,0
87407,24,0,0
87413,18,0,0
87419,16,0,0
87425,15,0,0
87431,16,0,0
87437,15,0,0
87443,14,0,0
87449,16,0,0
87455,12,0,0
87461,16,0,0
87467,13,0,0
87473,15,0,0
87479,16,0,0
87485,15,0,0
87491,14,0,0
87497,17,0,0
87503,15,0,0
87509,14,0,0
87515,15,0,0
87521,14,0,0
87527,20,0,0
87533,18,0,0
87539,12,0,0
87545,14,0,0
87551,12,0,0
87557,12,0,0
87563,15,0,0
87569,13,0,0
87575,16,0,0
87581,13,0,0
87587,13,0,0
87593,14,0,0
87599,14,0,0
87605,13,0,0
87611,14,0,0
87617,13,0,0
87623,13,0,0
87629,13,0,0
87635,14,0,0
87641,14,0,0
87647,15,0,0
87653,14,0,0
87659,12,0,0
87665,15,0,0
87671,15,0,0
87677,14,0,0
87683,16,0,0
87689,15,0,0
87695,15,0,0
87701,16,0,0
87707,15,0,0
87713,3526,0,0
87719,4095,0,0
87725,1561,0,0
87731,801,0,0
87737,352,0,0
87743,283,0,0
87749,304,0,0
87755,349,0,0
87761,307,0,0
87767,449,0,0
87773,511,0,0
87779,587,0,0
87785,435,0,0
87791,211,0,0
87797,85,0,0
87803,158,0,0
87809,106,0,0
87815,40,0,0
87821,0,0,0
87827,76,0,0
87833,39,0,0
87839,0,0,0
87845,57,0,0
87851,0,0,0
87857,55,0,0
87863,0,0,0
87869,46,0,0
87875,4,0,0
87881,21,0,0
87887,28,0,0
87893,15,0,0
87899,18,0,0
87905,22,0,0
87911,19,0,0
87917,19,0,0
87923,4095,0,0
87929,2601,0,0
87935,1098,0,0
87941,546,0,0
87947,370,0,0
87953,250,0,0
87959,274,0,0
87965,313,0,0
87971,393,0,0
87977,414,0,0
87983,308,0,0
87989,157,0,0
87995,92,0,0
88001,71,0,0
88007,38,0,0
88013,31,0,0
88019,29,0,0
88025,22,0,0
88031,24,0,0
88037,22,0,0
88043,20,0,0
88049,22,0,0
88055,19,0,0
88061,20,0,0
88067,22,0,0
88073,19,0,0
88079,18,0,0
88085,20,0,0
88091,18,0,0
88097,18,0,0
88103,18,0,0
88109,18,0,0
88115,18,0,0
88121,19,0,0
88127,21,0,0
88133,17,0,0
88139,18,0,0
88145,17,0,0
88151,18,0,0
88157,16,0,0
88163,21,0,0
88169,18,0,0
88175,15,0,0
88181,18,0,0
88187,15,0,0
88193,16,0,0
88199,17,0,0
88205,16,0,0
88211,18,0,0
88217,16,0,0
88223,16,0,0
88229,18,0,0
88235,12,0,0
88241,18,0,0
88247,16,0,0
88253,16,0,0
88259,18,0,0
88265,19,0,0
88271,15,0,0
88277,17,0,0
88283,16,0,0
88289,16,0,0
88295,15,0,0
88301,18,0,0
88307,15,0,0
88313,3734,0,0
88319,4095,0,0
88325,2243,0,0
88331,938,0,0
88337,708,0,0
88343,553,0,0
88349,386,0,0
88355,250,0,0
88361,22,0,0
88367,6,0,0
88373,113,0,0
88379,55,0,0
88385,0,0,0
88391,86,0,0
88397,52,0,0
88403,0,0,0
88409,58,0,0
88415,0,0,0
88421,56,0,0
88427,0,0,0
88433,37,0,0
88439,24,0,0
88445,7,0,0
88451,24,0,0
88457,21,0,0
88463,15,0,0
88469,13,0,0
88475,18,0,0
88481,17,0,0
88487,17,0,0
88493,17,0,0
88499,15,0,0
88505,15,0,0
88511,4095,0,0
88517,4095,0,0
88523,2009,0,0
88529,916,0,0
88535,698,0,0
88541,558,0,0
88547,446,0,0
88553,167,0,0
88559,182,0,0
88565,109,0,0
88571,0,0,0
88577,77,0,0
88583,0,0,0
88589,52,0,0
88595,0,0,0
88601,50,0,0
88607,7,0,0
88613,18,0,0
88619,26,0,0
88625,12,0,0
88631,22,0,0
88637,19,0,0
88643,17,0,0
88649,18,0,0
88655,16,0,0
88661,18,0,0
88667,17,0,0
88673,17,0,0
88679,17,0,0
88685,15,0,0
88691,18,0,0
88697,18,0,0
88703,16,0,0
88709,16,0,0
88715,16,0,0
88721,15,0,0
88727,17,0,0
88733,17,0,0
88739,18,0,0
88745,17,0,0
88751,15,0,0
88757,16,0,0
88763,17,0,0
88769,14,0,0
88775,12,0,0
88781,17,0,0
88787,14,0,0
88793,17,0,0
88799,13,0,0
88805,14,0,0
88811,18,0,0
88817,16,0,0
88823,17,0,0
88829,17,0,0
88835,15,0,0
88841,14,0,0
88847,16,0,0
88853,15,0,0
88859,14,0,0
88865,15,0,0
88871,16,0,0
88877,17,0,0
88883,16,0,0
88889,16,0,0
88895,17,0,0
88901,15,0,0
88907,17,0,0
88913,0,0,0
88919,4073,0,0
88925,2210,0,0
88931,1076,0,0
88937,353,0,0
88943,333,0,0
88949,203,0,0
88955,241,0,0
88961,198,0,0
88967,147,0,0
88973,135,0,0
88979,178,0,0
88985,249,0,0
88991,175,0,0
88997,30,0,0
89003,82,0,0
89009,42,0,0
89015,0,0,0
89021,38,0,0
89027,19,0,0
89033,9,0,0
89039,16,0,0
89045,15,0,0
89051,10,0,0
89057,18,0,0
89063,15,0,0
89069,12,0,0
89075,16,0,0
89081,11,0,0
89087,13,0,0
89093,14,0,0
89099,14,0,0
89105,13,0,0
89111,14,0,0
89117,10,0,0
89123,14,0,0
89129,14,0,0
89135,16,0,0
89141,14,0,0
89147,15,0,0
89153,13,0,0
89159,14,0,0
89165,14,0,0
89171,13,0,0
89177,14,0,0
89183,14,0,0
89189,19,0,0
89195,13,0,0
89201,13,0,0
89207,15,0,0
89213,16,0,0
89219,17,0,0
89225,14,0,0
89231,13,0,0
89237,12,0,0
89243,21,0,0
89249,14,0,0
89255,15,0,0
89261,14,0,0
89267,15,0,0
89273,17,0,0
89279,16,0,0
89285,18,0,0
89291,528,0,0
89297,4095,0,0
89303,2366,0,0
89309,1220,0,0
89315,778,0,0
89321,490,0,0
89327,333,0,0
89333,324,0,0
89339,272,0,0
89345,354,0,0
89351,341,0,0
89357,361,0,0
89363,357,0,0
89369,340,0,0
89375,328,0,0
89381,265,0,0
89387,149,0,0
89393,56,0,0
89399,0,0,0
89405,111,0,0
89411,52,0,0
89417,35,0,0
89423,82,0,0
89429,53,0,0
89435,20,0,0
89441,50,0,0
89447,38,0,0
89453,0,0,0
89459,40,0,0
89465,0,0,0
89471,24,0,0
89477,35,0,0
89483,6,0,0
89489,21,0,0
89495,19,0,0
89501,13,0,0
89507,485,0,0
89513,4095,0,0
89519,1834,0,0
89525,650,0,0
89531,393,0,0
89537,335,0,0
89543,241,0,0
89549,256,0,0
89555,287,0,0
89561,280,0,0
89567,289,0,0
89573,335,0,0
89579,345,0,0
89585,299,0,0
89591,178,0,0
89597,60,0,0
89603,72,0,0
89609,75,0,0
89615,47,0,0
89621,25,0,0
89627,71,0,0
89633,40,0,0
89639,23,0,0
89645,43,0,0
